,model,gene_id,locus,alleles,markerID,annotation,n_cases,n_controls,heritability,trait_type,phenocode,pheno_sex,coding,n_cases_defined,n_cases_both_sexes,n_cases_females,n_cases_males,description,description_more,coding_description,category,AC,AF,BETA,SE,AF.Cases,AF.Controls,Pvalue,AC_calstat,AF_calstat
1990,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.048325,3,25857,1,,20861,21402,10919,9942,"Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)","Volume of grey matter in Right Temporal Fusiform Cortex, posterior division",,124.0,1,2.7491e-05,1.1499,0.91049,,,0.20663,5.0,6.331839019324773e-06
1991,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.036258,3,25858,1,,20861,21402,10919,9942,Volume of grey matter in Temporal Occipital Fusiform Cortex (left),Volume of grey matter in Left Temporal Occipital Fusiform Cortex,,124.0,1,2.7491e-05,-0.42062,0.94252,,,0.6554,5.0,6.331839019324773e-06
1992,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04321,3,25859,1,,20861,21402,10919,9942,Volume of grey matter in Temporal Occipital Fusiform Cortex (right),Volume of grey matter in Right Temporal Occipital Fusiform Cortex,,124.0,1,2.7491e-05,0.20413,0.91863,,,0.82415,5.0,6.331839019324773e-06
1993,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.040393,3,25860,1,,20861,21402,10919,9942,Volume of grey matter in Occipital Fusiform Gyrus (left),Volume of grey matter in Left Occipital Fusiform Gyrus,,124.0,1,2.7491e-05,-0.24561,0.92177,,,0.78989,5.0,6.331839019324773e-06
1994,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.026336,3,25861,1,,20861,21402,10919,9942,Volume of grey matter in Occipital Fusiform Gyrus (right),Volume of grey matter in Right Occipital Fusiform Gyrus,,124.0,1,2.7491e-05,0.4027,0.92703,,,0.664,5.0,6.331839019324773e-06
1995,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.050317,3,25862,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Operculum Cortex (left),Volume of grey matter in Left Frontal Operculum Cortex,,124.0,1,2.7491e-05,-1.9043,0.9306,,,0.040725,5.0,6.331839019324773e-06
1996,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.042588,3,25863,1,,20861,21402,10919,9942,Volume of grey matter in Frontal Operculum Cortex (right),Volume of grey matter in Right Frontal Operculum Cortex,,124.0,1,2.7491e-05,-0.88907,0.93814,,,0.34329,5.0,6.331839019324773e-06
1997,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.047328,3,25864,1,,20861,21402,10919,9942,Volume of grey matter in Central Opercular Cortex (left),Volume of grey matter in Left Central Opercular Cortex,,124.0,1,2.7491e-05,-0.11083,0.90145,,,0.90215,5.0,6.331839019324773e-06
1998,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.056407,3,25865,1,,20861,21402,10919,9942,Volume of grey matter in Central Opercular Cortex (right),Volume of grey matter in Right Central Opercular Cortex,,124.0,1,2.7491e-05,-0.32573,0.91147,,,0.72081,5.0,6.331839019324773e-06
1999,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.036281,3,25866,1,,20861,21402,10919,9942,Volume of grey matter in Parietal Operculum Cortex (left),Volume of grey matter in Left Parietal Operculum Cortex,,124.0,1,2.7491e-05,0.69728,0.92454,,,0.45073,5.0,6.331839019324773e-06
2000,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.049136,3,25867,1,,20861,21402,10919,9942,Volume of grey matter in Parietal Operculum Cortex (right),Volume of grey matter in Right Parietal Operculum Cortex,,124.0,1,2.7491e-05,0.93541,0.91981,,,0.30917,5.0,6.331839019324773e-06
2001,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.051887,3,25868,1,,20861,21402,10919,9942,Volume of grey matter in Planum Polare (left),Volume of grey matter in Left Planum Polare,,124.0,1,2.7491e-05,0.40563,0.92222,,,0.66005,5.0,6.331839019324773e-06
2002,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.057074,3,25869,1,,20861,21402,10919,9942,Volume of grey matter in Planum Polare (right),Volume of grey matter in Right Planum Polare,,124.0,1,2.7491e-05,-0.22227,0.90937,,,0.8069,5.0,6.331839019324773e-06
2003,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.056379,3,25870,1,,20861,21402,10919,9942,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left),Volume of grey matter in Left Heschl's Gyrus (includes H1 and H2),,124.0,1,2.7491e-05,1.0394,0.90266,,,0.24954,5.0,6.331839019324773e-06
2004,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053205,3,25871,1,,20861,21402,10919,9942,Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (right),Volume of grey matter in Right Heschl's Gyrus (includes H1 and H2),,124.0,1,2.7491e-05,-0.083653,0.89937,,,0.92589,5.0,6.331839019324773e-06
2005,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.058615,3,25872,1,,20861,21402,10919,9942,Volume of grey matter in Planum Temporale (left),Volume of grey matter in Left Planum Temporale,,124.0,1,2.7491e-05,1.1304,0.9003,,,0.20927,5.0,6.331839019324773e-06
2006,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.050823,3,25873,1,,20861,21402,10919,9942,Volume of grey matter in Planum Temporale (right),Volume of grey matter in Right Planum Temporale,,124.0,1,2.7491e-05,0.26187,0.90828,,,0.77311,5.0,6.331839019324773e-06
2007,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04119,3,25874,1,,20861,21402,10919,9942,Volume of grey matter in Supracalcarine Cortex (left),Volume of grey matter in Left Supracalcarine Cortex,,124.0,1,2.7491e-05,0.20891,0.95525,,,0.82689,5.0,6.331839019324773e-06
2008,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.027587,3,25875,1,,20861,21402,10919,9942,Volume of grey matter in Supracalcarine Cortex (right),Volume of grey matter in Right Supracalcarine Cortex,,124.0,1,2.7491e-05,-0.40607,0.95276,,,0.66995,5.0,6.331839019324773e-06
2009,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.044671,3,25876,1,,20861,21402,10919,9942,Volume of grey matter in Occipital Pole (left),Volume of grey matter in Left Occipital Pole,,124.0,1,2.7491e-05,-0.44924,0.9216,,,0.62593,5.0,6.331839019324773e-06
2010,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.061931,3,25877,1,,20861,21402,10919,9942,Volume of grey matter in Occipital Pole (right),Volume of grey matter in Right Occipital Pole,,124.0,1,2.7491e-05,-0.069155,0.89647,,,0.93851,5.0,6.331839019324773e-06
2011,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.065798,3,25878,1,,20861,21402,10919,9942,Volume of grey matter in Thalamus (left),Volume of grey matter in Left Thalamus,,124.0,1,2.7491e-05,0.67227,0.94965,,,0.479,5.0,6.331839019324773e-06
2012,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.060694,3,25879,1,,20861,21402,10919,9942,Volume of grey matter in Thalamus (right),Volume of grey matter in Right Thalamus,,124.0,1,2.7491e-05,-0.16273,0.92986,,,0.86108,5.0,6.331839019324773e-06
2013,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.067795,3,25880,1,,20861,21402,10919,9942,Volume of grey matter in Caudate (left),Volume of grey matter in Left Caudate,,124.0,1,2.7491e-05,1.097,0.97461,,,0.26034,5.0,6.331839019324773e-06
2014,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.059767,3,25881,1,,20861,21402,10919,9942,Volume of grey matter in Caudate (right),Volume of grey matter in Right Caudate,,124.0,1,2.7491e-05,0.10147,0.96495,,,0.91625,5.0,6.331839019324773e-06
2015,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.075452,3,25882,1,,20861,21402,10919,9942,Volume of grey matter in Putamen (left),Volume of grey matter in Left Putamen,,124.0,1,2.7491e-05,0.79897,0.97295,,,0.41154,5.0,6.331839019324773e-06
2016,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.06716,3,25883,1,,20861,21402,10919,9942,Volume of grey matter in Putamen (right),Volume of grey matter in Right Putamen,,124.0,1,2.7491e-05,0.82366,0.97146,,,0.39652,5.0,6.331839019324773e-06
2017,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.035128,3,25884,1,,20861,21402,10919,9942,Volume of grey matter in Pallidum (left),Volume of grey matter in Left Pallidum,,124.0,1,2.7491e-05,0.28,0.97802,,,0.77465,5.0,6.331839019324773e-06
2018,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.036376,3,25885,1,,20861,21402,10919,9942,Volume of grey matter in Pallidum (right),Volume of grey matter in Right Pallidum,,124.0,1,2.7491e-05,-0.067091,0.97419,,,0.94509,5.0,6.331839019324773e-06
2019,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.054062,3,25886,1,,20861,21402,10919,9942,Volume of grey matter in Hippocampus (left),Volume of grey matter in Left Hippocampus,,124.0,1,2.7491e-05,-0.22598,0.90057,,,0.80187,5.0,6.331839019324773e-06
2020,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.066429,3,25887,1,,20861,21402,10919,9942,Volume of grey matter in Hippocampus (right),Volume of grey matter in Right Hippocampus,,124.0,1,2.7491e-05,0.70938,0.90528,,,0.43328,5.0,6.331839019324773e-06
2021,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.05492,3,25888,1,,20861,21402,10919,9942,Volume of grey matter in Amygdala (left),Volume of grey matter in Left Amygdala,,124.0,1,2.7491e-05,0.59468,0.89148,,,0.50472,5.0,6.331839019324773e-06
2022,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.052378,3,25889,1,,20861,21402,10919,9942,Volume of grey matter in Amygdala (right),Volume of grey matter in Right Amygdala,,124.0,1,2.7491e-05,0.034337,0.88987,,,0.96922,5.0,6.331839019324773e-06
2023,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.065578,3,25890,1,,20861,21402,10919,9942,Volume of grey matter in Ventral Striatum (left),Volume of grey matter in Left Ventral Striatum,,124.0,1,2.7491e-05,0.14435,0.89885,,,0.87241,5.0,6.331839019324773e-06
2024,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.054708,3,25891,1,,20861,21402,10919,9942,Volume of grey matter in Ventral Striatum (right),Volume of grey matter in Right Ventral Striatum,,124.0,1,2.7491e-05,0.63975,0.90441,,,0.47933,5.0,6.331839019324773e-06
2025,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.06691,3,25892,1,,20861,21402,10919,9942,Volume of grey matter in Brain-Stem,Volume of grey matter in Brain-Stem,,124.0,1,2.7491e-05,0.57714,0.90676,,,0.52446,5.0,6.331839019324773e-06
2026,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053691,3,25893,1,,20861,21402,10919,9942,Volume of grey matter in I-IV Cerebellum (left),Volume of grey matter in Left I-IV Cerebellum,,124.0,1,2.7491e-05,0.56426,0.94794,,,0.55168,5.0,6.331839019324773e-06
2027,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.062508,3,25894,1,,20861,21402,10919,9942,Volume of grey matter in I-IV Cerebellum (right),Volume of grey matter in Right I-IV Cerebellum,,124.0,1,2.7491e-05,0.78877,0.94209,,,0.40245,5.0,6.331839019324773e-06
2028,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.049409,3,25895,1,,20861,21402,10919,9942,Volume of grey matter in V Cerebellum (left),Volume of grey matter in Left V Cerebellum,,124.0,1,2.7491e-05,0.57833,0.93493,,,0.5362,5.0,6.331839019324773e-06
2029,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.05893,3,25896,1,,20861,21402,10919,9942,Volume of grey matter in V Cerebellum (right),Volume of grey matter in Right V Cerebellum,,124.0,1,2.7491e-05,0.17138,0.92974,,,0.85375,5.0,6.331839019324773e-06
2030,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.051523,3,25897,1,,20861,21402,10919,9942,Volume of grey matter in VI Cerebellum (left),Volume of grey matter in Left VI Cerebellum,,124.0,1,2.7491e-05,0.055084,0.91605,,,0.95205,5.0,6.331839019324773e-06
2031,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.049873,3,25898,1,,20861,21402,10919,9942,Volume of grey matter in VI Cerebellum (vermis),Volume of grey matter in Vermis VI Cerebellum,,124.0,1,2.7491e-05,-0.040294,0.96489,,,0.96669,5.0,6.331839019324773e-06
2032,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.047684,3,25899,1,,20861,21402,10919,9942,Volume of grey matter in VI Cerebellum (right),Volume of grey matter in Right VI Cerebellum,,124.0,1,2.7491e-05,0.33767,0.91864,,,0.71319,5.0,6.331839019324773e-06
2033,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.056951,3,25900,1,,20861,21402,10919,9942,Volume of grey matter in Crus I Cerebellum (left),Volume of grey matter in Left Crus I Cerebellum,,124.0,1,2.7491e-05,-0.55705,0.93183,,,0.54997,5.0,6.331839019324773e-06
2034,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.0,3,25901,1,,20861,21402,10919,9942,Volume of grey matter in Crus I Cerebellum (vermis),Volume of grey matter in Vermis Crus I Cerebellum,,124.0,1,2.7491e-05,-0.86355,0.989,,,0.38258,5.0,6.331839019324773e-06
2035,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.046171,3,25902,1,,20861,21402,10919,9942,Volume of grey matter in Crus I Cerebellum (right),Volume of grey matter in Right Crus I Cerebellum,,124.0,1,2.7491e-05,-0.12756,0.91761,,,0.88944,5.0,6.331839019324773e-06
2036,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.055863,3,25903,1,,20861,21402,10919,9942,Volume of grey matter in Crus II Cerebellum (left),Volume of grey matter in Left Crus II Cerebellum,,124.0,1,2.7491e-05,0.058068,0.9506,,,0.95129,5.0,6.331839019324773e-06
2037,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.053894,3,25904,1,,20861,21402,10919,9942,Volume of grey matter in Crus II Cerebellum (vermis),Volume of grey matter in Vermis Crus II Cerebellum,,124.0,1,2.7491e-05,0.64228,0.98569,,,0.51466,5.0,6.331839019324773e-06
2038,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.057505,3,25905,1,,20861,21402,10919,9942,Volume of grey matter in Crus II Cerebellum (right),Volume of grey matter in Right Crus II Cerebellum,,124.0,1,2.7491e-05,-0.039248,0.94767,,,0.96696,5.0,6.331839019324773e-06
2039,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.057775,3,25906,1,,20861,21402,10919,9942,Volume of grey matter in VIIb Cerebellum (left),Volume of grey matter in Left VIIb Cerebellum,,124.0,1,2.7491e-05,-1.2278,0.94853,,,0.19553,5.0,6.331839019324773e-06
2040,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.043473,3,25907,1,,20861,21402,10919,9942,Volume of grey matter in VIIb Cerebellum (vermis),Volume of grey matter in Vermis VIIb Cerebellum,,124.0,1,2.7491e-05,0.15503,0.96974,,,0.87299,5.0,6.331839019324773e-06
2041,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.051111,3,25908,1,,20861,21402,10919,9942,Volume of grey matter in VIIb Cerebellum (right),Volume of grey matter in Right VIIb Cerebellum,,124.0,1,2.7491e-05,-0.13983,0.94749,,,0.88267,5.0,6.331839019324773e-06
2042,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.052829,3,25909,1,,20861,21402,10919,9942,Volume of grey matter in VIIIa Cerebellum (left),Volume of grey matter in Left VIIIa Cerebellum,,124.0,1,2.7491e-05,-0.58128,0.93529,,,0.53427,5.0,6.331839019324773e-06
2043,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.048766,3,25910,1,,20861,21402,10919,9942,Volume of grey matter in VIIIa Cerebellum (vermis),Volume of grey matter in Vermis VIIIa Cerebellum,,124.0,1,2.7491e-05,-0.42012,0.9558,,,0.66027,5.0,6.331839019324773e-06
2044,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.04518,3,25911,1,,20861,21402,10919,9942,Volume of grey matter in VIIIa Cerebellum (right),Volume of grey matter in Right VIIIa Cerebellum,,124.0,1,2.7491e-05,-0.20953,0.93575,,,0.82282,5.0,6.331839019324773e-06
2045,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.052897,3,25912,1,,20861,21402,10919,9942,Volume of grey matter in VIIIb Cerebellum (left),Volume of grey matter in Left VIIIb Cerebellum,,124.0,1,2.7491e-05,0.058499,0.9465,,,0.95072,5.0,6.331839019324773e-06
2046,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.058562,3,25913,1,,20861,21402,10919,9942,Volume of grey matter in VIIIb Cerebellum (vermis),Volume of grey matter in Vermis VIIIb Cerebellum,,124.0,1,2.7491e-05,-0.8898,0.96282,,,0.3554,5.0,6.331839019324773e-06
2047,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.047217,3,25914,1,,20861,21402,10919,9942,Volume of grey matter in VIIIb Cerebellum (right),Volume of grey matter in Right VIIIb Cerebellum,,124.0,1,2.7491e-05,0.23506,0.94758,,,0.80409,5.0,6.331839019324773e-06
2048,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.060863,3,25915,1,,20861,21402,10919,9942,Volume of grey matter in IX Cerebellum (left),Volume of grey matter in Left IX Cerebellum,,124.0,1,2.7491e-05,-0.065811,0.96414,,,0.94558,5.0,6.331839019324773e-06
2049,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.051609,3,25916,1,,20861,21402,10919,9942,Volume of grey matter in IX Cerebellum (vermis),Volume of grey matter in Vermis IX Cerebellum,,124.0,1,2.7491e-05,0.26774,0.97298,,,0.78318,5.0,6.331839019324773e-06
2050,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.057831,3,25917,1,,20861,21402,10919,9942,Volume of grey matter in IX Cerebellum (right),Volume of grey matter in Right IX Cerebellum,,124.0,1,2.7491e-05,-0.43925,0.96341,,,0.64844,5.0,6.331839019324773e-06
2051,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.060499,3,25918,1,,20861,21402,10919,9942,Volume of grey matter in X Cerebellum (left),Volume of grey matter in Left X Cerebellum,,124.0,1,2.7491e-05,-0.7104,0.92609,,,0.44302,5.0,6.331839019324773e-06
2052,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.045016,3,25919,1,,20861,21402,10919,9942,Volume of grey matter in X Cerebellum (vermis),Volume of grey matter in Vermis X Cerebellum,,124.0,1,2.7491e-05,0.22205,0.9662,,,0.81823,5.0,6.331839019324773e-06
2053,drug.GenebassVariant,ENSG00000189409,chr1:1632221,"[""G"",""A""]",chr1:1632221_G/A,0,18188,,0.054506,3,25920,1,,20861,21402,10919,9942,Volume of grey matter in X Cerebellum (right),Volume of grey matter in Right X Cerebellum,,124.0,1,2.7491e-05,-0.75422,0.92952,,,0.41714,5.0,6.331839019324773e-06
