model;pk;GeneName;GeneID;EntryName;ProteinName
drug.Protein;P35579;MYH9;ENSG00000100345;P35579;Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)
drug.Protein;P17844;DDX5;ENSG00000108654;P17844;Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box protein 5) (RNA helicase p68)
drug.Protein;Q13838;DDX39B;ENSG00000198563;Q13838;Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein)
drug.Protein;P06748;NPM1;ENSG00000181163;P06748;Nucleophosmin (NPM) (Nucleolar phosphoprotein B23) (Nucleolar protein NO38) (Numatrin)
drug.Protein;Q13873;BMPR2;ENSG00000204217;Q13873;Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II)
drug.Protein;P36894;BMPR1A;ENSG00000107779;P36894;Bone morphogenetic protein receptor type-1A (BMP type-1A receptor) (BMPR-1A) (EC 2.7.11.30) (Activin receptor-like kinase 3) (ALK-3) (Serine/threonine-protein kinase receptor R5) (SKR5) (CD antigen CD292)
drug.Protein;P21860;ERBB3;ENSG00000065361;P21860;Receptor tyrosine-protein kinase erbB-3 (EC 2.7.10.1) (Proto-oncogene-like protein c-ErbB-3) (Tyrosine kinase-type cell surface receptor HER3)
drug.Protein;P32245;MC4R;ENSG00000166603;P32245;Melanocortin receptor 4 (MC4-R)
drug.Protein;P41968;MC3R;ENSG00000124089;P41968;Melanocortin receptor 3 (MC3-R)
drug.Protein;P33032;MC5R;ENSG00000176136;P33032;Melanocortin receptor 5 (MC5-R) (MC-2)
drug.Protein;Q14790;CASP8;ENSG00000064012;Q14790;"Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]"
drug.Protein;Q15139;PRKD1;ENSG00000184304;Q15139;Serine/threonine-protein kinase D1 (EC 2.7.11.13) (Protein kinase C mu type) (Protein kinase D) (nPKC-D1) (nPKC-mu)
drug.Protein;P48764;SLC9A3;ENSG00000066230;P48764;Sodium/hydrogen exchanger 3 (Na(+)/H(+) exchanger 3) (NHE-3) (Solute carrier family 9 member 3)
drug.Protein;P01854;IGHE;ENSG00000211891;P01854;Immunoglobulin heavy constant epsilon (Ig epsilon chain C region) (Ig epsilon chain C region ND)
drug.Protein;Q9BQB4;SOST;ENSG00000167941;Q9BQB4;Sclerostin
drug.Protein;Q4VB53;;;;
drug.Protein;P53396;ACLY;ENSG00000131473;P53396;ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (ACL) (Citrate cleavage enzyme)
drug.Protein;O14975;SLC27A2;ENSG00000140284;O14975;Long-chain fatty acid transport protein 2 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Fatty acid transport protein 2) (FATP-2) (Fatty-acid-coenzyme A ligase, very long-chain 1) (Long-chain-fatty-acid--CoA ligase) (EC 6.2.1.3) (Phytanate--CoA ligase) (EC 6.2.1.24) (Solute carrier family 27 member 2) (THCA-CoA ligase) (EC 6.2.1.7) (Very long-chain acyl-CoA synthetase) (VLACS) (VLCS) (EC 6.2.1.-) (Very long-chain-fatty-acid-CoA ligase)
drug.Protein;Q9H093;NUAK2;ENSG00000163545;Q9H093;NUAK family SNF1-like kinase 2 (EC 2.7.11.1) (Omphalocele kinase 2) (SNF1/AMP kinase-related kinase) (SNARK)
drug.Protein;O14980;XPO1;ENSG00000082898;O14980;Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog)
drug.Protein;Q16288;NTRK3;ENSG00000140538;Q16288;NT-3 growth factor receptor (EC 2.7.10.1) (GP145-TrkC) (Trk-C) (Neurotrophic tyrosine kinase receptor type 3) (TrkC tyrosine kinase)
drug.Protein;P08922;ROS1;ENSG00000047936;P08922;Proto-oncogene tyrosine-protein kinase ROS (EC 2.7.10.1) (Proto-oncogene c-Ros) (Proto-oncogene c-Ros-1) (Receptor tyrosine kinase c-ros oncogene 1) (c-Ros receptor tyrosine kinase)
drug.Protein;Q9UK32;RPS6KA6;ENSG00000072133;Q9UK32;Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 6) (p90-RSK 6) (p90RSK6) (Ribosomal S6 kinase 4) (RSK-4) (pp90RSK4)
drug.Protein;Q8NI60;COQ8A;ENSG00000163050;Q8NI60;Atypical kinase COQ8A, mitochondrial (EC 2.7.-.-) (Chaperone activity of bc1 complex-like) (Chaperone-ABC1-like) (Coenzyme Q protein 8A) (aarF domain-containing protein kinase 3)
drug.Protein;Q8IY84;NIM1K;ENSG00000177453;Q8IY84;Serine/threonine-protein kinase NIM1 (EC 2.7.11.1) (NIM1 serine/threonine-protein kinase)
drug.Protein;Q9Y6E0;STK24;ENSG00000102572;Q9Y6E0;"Serine/threonine-protein kinase 24 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 3) (MST-3) (STE20-like kinase MST3) [Cleaved into: Serine/threonine-protein kinase 24 36 kDa subunit (Mammalian STE20-like protein kinase 3 N-terminal) (MST3/N); Serine/threonine-protein kinase 24 12 kDa subunit (Mammalian STE20-like protein kinase 3 C-terminal) (MST3/C)]"
drug.Protein;Q13188;STK3;ENSG00000104375;Q13188;"Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]"
drug.Protein;P42680;TEC;ENSG00000135605;P42680;Tyrosine-protein kinase Tec (EC 2.7.10.2)
drug.Protein;Q9BYT3;STK33;ENSG00000130413;Q9BYT3;Serine/threonine-protein kinase 33 (EC 2.7.11.1)
drug.Protein;Q8TDR2;STK35;ENSG00000125834;Q8TDR2;Serine/threonine-protein kinase 35 (EC 2.7.11.1) (CLP-36-interacting kinase 1) (CLIK-1) (PDLIM1-interacting kinase 1) (Serine/threonine-protein kinase 35 L1)
drug.Protein;Q9NRP7;STK36;ENSG00000163482;Q9NRP7;Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog)
drug.Protein;Q15208;STK38;ENSG00000112079;Q15208;Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1)
drug.Protein;Q9Y2H1;STK38L;ENSG00000211455;Q9Y2H1;Serine/threonine-protein kinase 38-like (EC 2.7.11.1) (NDR2 protein kinase) (Nuclear Dbf2-related kinase 2)
drug.Protein;Q9UEW8;STK39;ENSG00000198648;Q9UEW8;STE20/SPS1-related proline-alanine-rich protein kinase (Ste-20-related kinase) (EC 2.7.11.1) (DCHT) (Serine/threonine-protein kinase 39)
drug.Protein;Q7L7X3;TAOK1;ENSG00000160551;Q7L7X3;Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)
drug.Protein;Q9H2K8;TAOK3;ENSG00000135090;Q9H2K8;Serine/threonine-protein kinase TAO3 (EC 2.7.11.1) (Cutaneous T-cell lymphoma-associated antigen HD-CL-09) (CTCL-associated antigen HD-CL-09) (Dendritic cell-derived protein kinase) (JNK/SAPK-inhibitory kinase) (Jun kinase-inhibitory kinase) (Kinase from chicken homolog A) (hKFC-A) (Thousand and one amino acid protein 3)
drug.Protein;Q9UHD2;TBK1;ENSG00000183735;Q9UHD2;Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)
drug.Protein;Q15569;TESK1;ENSG00000107140;Q15569;Dual specificity testis-specific protein kinase 1 (EC 2.7.12.1) (Testicular protein kinase 1)
drug.Protein;P35590;TIE1;ENSG00000066056;P35590;Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1)
drug.Protein;Q9UKI8;TLK1;ENSG00000198586;Q9UKI8;Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (PKU-beta) (Tousled-like kinase 1)
drug.Protein;Q86UE8;TLK2;ENSG00000146872;Q86UE8;Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (HsHPK) (PKU-alpha) (Tousled-like kinase 2)
drug.Protein;Q9UKE5;TNIK;ENSG00000154310;Q9UKE5;TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1)
drug.Protein;Q13470;TNK1;ENSG00000174292;Q13470;Non-receptor tyrosine-protein kinase TNK1 (EC 2.7.10.2) (CD38 negative kinase 1)
drug.Protein;Q59H18;TNNI3K;ENSG00000116783;Q59H18;Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase)
drug.Protein;Q9BXA7;TSSK1B;ENSG00000212122;Q9BXA7;Testis-specific serine/threonine-protein kinase 1 (TSK-1) (TSK1) (TSSK-1) (Testis-specific kinase 1) (EC 2.7.11.1) (Serine/threonine-protein kinase 22A)
drug.Protein;P42681;TXK;ENSG00000074966;P42681;Tyrosine-protein kinase TXK (EC 2.7.10.2) (Protein-tyrosine kinase 4) (Resting lymphocyte kinase)
drug.Protein;Q06418;TYRO3;ENSG00000092445;Q06418;Tyrosine-protein kinase receptor TYRO3 (EC 2.7.10.1) (Tyrosine-protein kinase BYK) (Tyrosine-protein kinase DTK) (Tyrosine-protein kinase RSE) (Tyrosine-protein kinase SKY) (Tyrosine-protein kinase TIF)
drug.Protein;O75385;ULK1;ENSG00000177169;O75385;Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)
drug.Protein;Q8IYT8;ULK2;ENSG00000083290;Q8IYT8;Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2)
drug.Protein;Q6PHR2;ULK3;ENSG00000140474;Q6PHR2;Serine/threonine-protein kinase ULK3 (EC 2.7.11.1) (Unc-51-like kinase 3)
drug.Protein;Q56UN5;MAP3K19;ENSG00000176601;Q56UN5;Mitogen-activated protein kinase kinase kinase 19 (EC 2.7.11.1) (Regulated in COPD, protein kinase) (SPS1/STE20-related protein kinase YSK4)
drug.Protein;Q2M2I8;AAK1;ENSG00000115977;Q2M2I8;AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)
drug.Protein;Q96D53;COQ8B;ENSG00000123815;Q96D53;Atypical kinase COQ8B, mitochondrial (EC 2.7.-.-) (AarF domain-containing protein kinase 4) (Coenzyme Q protein 8B)
drug.Protein;Q8NFD2;ANKK1;ENSG00000170209;Q8NFD2;Ankyrin repeat and protein kinase domain-containing protein 1 (EC 2.7.11.1) (Protein kinase PKK2) (Sugen kinase 288) (SgK288) (X-kinase)
drug.Protein;P30530;AXL;ENSG00000167601;P30530;Tyrosine-protein kinase receptor UFO (EC 2.7.10.1) (AXL oncogene)
drug.Protein;P51451;BLK;ENSG00000136573;P51451;Tyrosine-protein kinase Blk (EC 2.7.10.2) (B lymphocyte kinase) (p55-Blk)
drug.Protein;Q9NSY1;BMP2K;ENSG00000138756;Q9NSY1;BMP-2-inducible protein kinase (BIKe) (EC 2.7.11.1)
drug.Protein;O00238;BMPR1B;ENSG00000138696;O00238;Bone morphogenetic protein receptor type-1B (BMP type-1B receptor) (BMPR-1B) (EC 2.7.11.30) (CD antigen CDw293)
drug.Protein;P51813;BMX;ENSG00000102010;P51813;Cytoplasmic tyrosine-protein kinase BMX (EC 2.7.10.2) (Bone marrow tyrosine kinase gene in chromosome X protein) (Epithelial and endothelial tyrosine kinase) (ETK) (NTK38)
drug.Protein;Q14012;CAMK1;ENSG00000134072;Q14012;Calcium/calmodulin-dependent protein kinase type 1 (EC 2.7.11.17) (CaM kinase I) (CaM-KI) (CaM kinase I alpha) (CaMKI-alpha)
drug.Protein;Q8N5S9;CAMKK1;ENSG00000004660;Q8N5S9;Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)
drug.Protein;Q96RR4;CAMKK2;ENSG00000110931;Q96RR4;Calcium/calmodulin-dependent protein kinase kinase 2 (CaM-KK 2) (CaM-kinase kinase 2) (CaMKK 2) (EC 2.7.11.17) (Calcium/calmodulin-dependent protein kinase kinase beta) (CaM-KK beta) (CaM-kinase kinase beta) (CaMKK beta)
drug.Protein;P07498;CSN3;ENSG00000171209;P07498;Kappa-casein
drug.Protein;Q6DT37;CDC42BPG;ENSG00000171219;Q6DT37;Serine/threonine-protein kinase MRCK gamma (EC 2.7.11.1) (CDC42-binding protein kinase gamma) (DMPK-like gamma) (Myotonic dystrophy kinase-related CDC42-binding kinase gamma) (MRCK gamma) (MRCKG) (Myotonic dystrophy protein kinase-like gamma) (Myotonic dystrophy protein kinase-like alpha)
drug.Protein;Q00532;CDKL1;ENSG00000100490;Q00532;Cyclin-dependent kinase-like 1 (EC 2.7.11.22) (Protein kinase p42 KKIALRE) (Serine/threonine-protein kinase KKIALRE)
drug.Protein;Q92772;CDKL2;ENSG00000138769;Q92772;Cyclin-dependent kinase-like 2 (EC 2.7.11.22) (Protein kinase p56 KKIAMRE) (Serine/threonine-protein kinase KKIAMRE)
drug.Protein;O14578;CIT;ENSG00000122966;O14578;Citron Rho-interacting kinase (CRIK) (EC 2.7.11.1) (Serine/threonine-protein kinase 21)
drug.Protein;P49760;CLK2;ENSG00000176444;P49760;Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)
drug.Protein;Q9HAZ1;CLK4;ENSG00000113240;Q9HAZ1;Dual specificity protein kinase CLK4 (EC 2.7.12.1) (CDC-like kinase 4)
drug.Protein;P48729;CSNK1A1;ENSG00000113712;P48729;Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)
drug.Protein;Q9UIK4;DAPK2;ENSG00000035664;Q9UIK4;Death-associated protein kinase 2 (DAP kinase 2) (EC 2.7.11.1) (DAP-kinase-related protein 1) (DRP-1)
drug.Protein;O15075;DCLK1;ENSG00000133083;O15075;Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1)
drug.Protein;Q8N568;DCLK2;ENSG00000170390;Q8N568;Serine/threonine-protein kinase DCLK2 (EC 2.7.11.1) (CaMK-like CREB regulatory kinase 2) (CL2) (CLICK-II) (CLICK2) (Doublecortin domain-containing protein 3B) (Doublecortin-like and CAM kinase-like 2) (Doublecortin-like kinase 2)
drug.Protein;Q9C098;DCLK3;ENSG00000163673;Q9C098;Serine/threonine-protein kinase DCLK3 (EC 2.7.11.1) (Doublecortin domain-containing protein 3C) (Doublecortin-like and CAM kinase-like 3) (Doublecortin-like kinase 3)
drug.Protein;Q9Y463;DYRK1B;ENSG00000105204;Q9Y463;Dual specificity tyrosine-phosphorylation-regulated kinase 1B (EC 2.7.12.1) (Minibrain-related kinase) (Mirk protein kinase)
drug.Protein;Q9BQI3;EIF2AK1;ENSG00000086232;Q9BQI3;Eukaryotic translation initiation factor 2-alpha kinase 1 (EC 2.7.11.1) (Heme-controlled repressor) (HCR) (Heme-regulated eukaryotic initiation factor eIF-2-alpha kinase) (Heme-regulated inhibitor) (hHRI) (Hemin-sensitive initiation factor 2-alpha kinase)
drug.Protein;Q9P2K8;EIF2AK4;ENSG00000128829;Q9P2K8;eIF-2-alpha kinase GCN2 (EC 2.7.11.1) (Eukaryotic translation initiation factor 2-alpha kinase 4) (GCN2-like protein)
drug.Protein;P21709;EPHA1;ENSG00000146904;P21709;Ephrin type-A receptor 1 (hEpha1) (EC 2.7.10.1) (EPH tyrosine kinase) (EPH tyrosine kinase 1) (Erythropoietin-producing hepatoma receptor) (Tyrosine-protein kinase receptor EPH)
drug.Protein;P29320;EPHA3;ENSG00000044524;P29320;Ephrin type-A receptor 3 (EC 2.7.10.1) (EPH-like kinase 4) (EK4) (hEK4) (HEK) (Human embryo kinase) (Tyrosine-protein kinase TYRO4) (Tyrosine-protein kinase receptor ETK1) (Eph-like tyrosine kinase 1)
drug.Protein;P54764;EPHA4;ENSG00000116106;P54764;Ephrin type-A receptor 4 (EC 2.7.10.1) (EPH-like kinase 8) (EK8) (hEK8) (Tyrosine-protein kinase TYRO1) (Tyrosine-protein kinase receptor SEK)
drug.Protein;Q9UF33;EPHA6;ENSG00000080224;Q9UF33;Ephrin type-A receptor 6 (EC 2.7.10.1) (EPH homology kinase 2) (EHK-2) (EPH-like kinase 12) (EK12)
drug.Protein;P29322;EPHA8;ENSG00000070886;P29322;Ephrin type-A receptor 8 (EC 2.7.10.1) (EPH- and ELK-related kinase) (EPH-like kinase 3) (EK3) (hEK3) (Tyrosine-protein kinase receptor EEK)
drug.Protein;P54762;EPHB1;ENSG00000154928;P54762;Ephrin type-B receptor 1 (EC 2.7.10.1) (ELK) (EPH tyrosine kinase 2) (EPH-like kinase 6) (EK6) (hEK6) (Neuronally-expressed EPH-related tyrosine kinase) (NET) (Tyrosine-protein kinase receptor EPH-2)
drug.Protein;O15197;EPHB6;ENSG00000106123;O15197;Ephrin type-B receptor 6 (HEP) (Tyrosine-protein kinase-defective receptor EPH-6)
drug.Protein;P16591;FER;ENSG00000151422;P16591;Tyrosine-protein kinase Fer (EC 2.7.10.2) (Feline encephalitis virus-related kinase FER) (Fujinami poultry sarcoma/Feline sarcoma-related protein Fer) (Proto-oncogene c-Fer) (Tyrosine kinase 3) (p94-Fer)
drug.Protein;P07332;FES;ENSG00000182511;P07332;Tyrosine-protein kinase Fes/Fps (EC 2.7.10.2) (Feline sarcoma/Fujinami avian sarcoma oncogene homolog) (Proto-oncogene c-Fes) (Proto-oncogene c-Fps) (p93c-fes)
drug.Protein;O14976;GAK;ENSG00000178950;O14976;Cyclin-G-associated kinase (EC 2.7.11.1)
drug.Protein;P49840;GSK3A;ENSG00000105723;P49840;Glycogen synthase kinase-3 alpha (GSK-3 alpha) (EC 2.7.11.26) (Serine/threonine-protein kinase GSK3A) (EC 2.7.11.1)
drug.Protein;Q9H2X6;HIPK2;ENSG00000064393;Q9H2X6;Homeodomain-interacting protein kinase 2 (hHIPk2) (EC 2.7.11.1)
drug.Protein;Q9H422;HIPK3;ENSG00000110422;Q9H422;Homeodomain-interacting protein kinase 3 (EC 2.7.11.1) (Androgen receptor-interacting nuclear protein kinase) (ANPK) (Fas-interacting serine/threonine-protein kinase) (FIST) (Homolog of protein kinase YAK1)
drug.Protein;Q9UPZ9;CILK1;ENSG00000112144;Q9UPZ9;Serine/threonine-protein kinase ICK (EC 2.7.11.1) (Ciliogenesis associated kinase 1) (Intestinal cell kinase) (hICK) (Laryngeal cancer kinase 2) (LCK2) (MAK-related kinase) (MRK)
drug.Protein;Q14164;IKBKE;ENSG00000263528;Q14164;Inhibitor of nuclear factor kappa-B kinase subunit epsilon (I-kappa-B kinase epsilon) (IKK-E) (IKK-epsilon) (IkBKE) (EC 2.7.11.10) (Inducible I kappa-B kinase) (IKK-i)
drug.Protein;P14616;INSRR;ENSG00000027644;P14616;"Insulin receptor-related protein (IRR) (EC 2.7.10.1) (IR-related receptor) [Cleaved into: Insulin receptor-related protein alpha chain; Insulin receptor-related protein beta chain]"
drug.Protein;P51617;IRAK1;ENSG00000184216;P51617;Interleukin-1 receptor-associated kinase 1 (IRAK-1) (EC 2.7.11.1)
drug.Protein;Q9Y616;IRAK3;ENSG00000090376;Q9Y616;Interleukin-1 receptor-associated kinase 3 (IRAK-3) (IL-1 receptor-associated kinase M) (IRAK-M) (Inactive IL-1 receptor-associated kinase 3)
drug.Protein;Q9Y2K2;SIK3;ENSG00000160584;Q9Y2K2;Serine/threonine-protein kinase SIK3 (EC 2.7.11.1) (Salt-inducible kinase 3) (SIK-3) (Serine/threonine-protein kinase QSK)
drug.Protein;O95835;LATS1;ENSG00000131023;O95835;Serine/threonine-protein kinase LATS1 (EC 2.7.11.1) (Large tumor suppressor homolog 1) (WARTS protein kinase) (h-warts)
drug.Protein;P53671;LIMK2;ENSG00000182541;P53671;LIM domain kinase 2 (LIMK-2) (EC 2.7.11.1)
drug.Protein;Q5S007;LRRK2;ENSG00000188906;Q5S007;Leucine-rich repeat serine/threonine-protein kinase 2 (EC 2.7.11.1) (EC 3.6.5.-) (Dardarin)
drug.Protein;P29376;LTK;ENSG00000062524;P29376;Leukocyte tyrosine kinase receptor (EC 2.7.10.1) (Protein tyrosine kinase 1)
drug.Protein;P46734;MAP2K3;ENSG00000034152;P46734;Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3) (Stress-activated protein kinase kinase 2) (SAPK kinase 2) (SAPKK-2) (SAPKK2)
drug.Protein;Q13163;MAP2K5;ENSG00000137764;Q13163;Dual specificity mitogen-activated protein kinase kinase 5 (MAP kinase kinase 5) (MAPKK 5) (EC 2.7.12.2) (MAPK/ERK kinase 5) (MEK 5)
drug.Protein;P52564;MAP2K6;ENSG00000108984;P52564;Dual specificity mitogen-activated protein kinase kinase 6 (MAP kinase kinase 6) (MAPKK 6) (EC 2.7.12.2) (MAPK/ERK kinase 6) (MEK 6) (Stress-activated protein kinase kinase 3) (SAPK kinase 3) (SAPKK-3) (SAPKK3)
drug.Protein;Q02779;MAP3K10;ENSG00000130758;Q02779;Mitogen-activated protein kinase kinase kinase 10 (EC 2.7.11.25) (Mixed lineage kinase 2) (Protein kinase MST)
drug.Protein;Q16584;MAP3K11;ENSG00000173327;Q16584;Mitogen-activated protein kinase kinase kinase 11 (EC 2.7.11.25) (Mixed lineage kinase 3) (Src-homology 3 domain-containing proline-rich kinase)
drug.Protein;Q12852;MAP3K12;ENSG00000139625;Q12852;Mitogen-activated protein kinase kinase kinase 12 (EC 2.7.11.25) (Dual leucine zipper bearing kinase) (DLK) (Leucine-zipper protein kinase) (ZPK) (MAPK-upstream kinase) (MUK) (Mixed lineage kinase)
drug.Protein;O43283;MAP3K13;ENSG00000073803;O43283;Mitogen-activated protein kinase kinase kinase 13 (EC 2.7.11.25) (Leucine zipper-bearing kinase) (Mixed lineage kinase) (MLK)
drug.Protein;Q6ZN16;MAP3K15;ENSG00000180815;Q6ZN16;Mitogen-activated protein kinase kinase kinase 15 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 3) (MAPK/ERK kinase kinase 15) (MEK kinase 15) (MEKK 15)
drug.Protein;Q99759;MAP3K3;ENSG00000198909;Q99759;Mitogen-activated protein kinase kinase kinase 3 (EC 2.7.11.25) (MAPK/ERK kinase kinase 3) (MEK kinase 3) (MEKK 3)
drug.Protein;Q9Y6R4;MAP3K4;ENSG00000085511;Q9Y6R4;Mitogen-activated protein kinase kinase kinase 4 (EC 2.7.11.25) (MAP three kinase 1) (MAPK/ERK kinase kinase 4) (MEK kinase 4) (MEKK 4)
drug.Protein;O95382;MAP3K6;ENSG00000142733;O95382;Mitogen-activated protein kinase kinase kinase 6 (EC 2.7.11.25) (Apoptosis signal-regulating kinase 2)
drug.Protein;Q92918;MAP4K1;ENSG00000104814;Q92918;Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)
